Title,Runtime (minutes),Language,Overview,Release Date,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
Ready or Not,95,English,"When a young bride marries into a ridiculously rich and delightfully deranged family, her wedding night becomes her worst nightmare as she's forced to play a lethal game of hide-and-seek and must fight to stay alive.",2019-08-21,"Comedy, Horror, Thriller","escape, ritual, marriage, satanism, games, gore, pact with the devil, wealth, murder, wedding, wedding dress, satanic cult, death game","Adam Brody, Samara Weaving, Henry Czerny, Andie MacDowell, Mark O'Brien","Tyler Gillett, Matt Bettinelli-Olpin",fuboTV ,"Apple TV, Amazon Video, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Microsoft Store ","Mythology Entertainment, Vinson Films, Fox Searchlight Pictures, Radio Silence",http://www.foxsearchlight.com/readyornot/
How to Train Your Dragon: Homecoming,22,English,"It's been ten years since the dragons moved to the Hidden World, and even though Toothless doesn't live in New Berk anymore, Hiccup continues the holiday traditions he once shared with his best friend. But the Vikings of New Berk were beginning to forget about their friendship with dragons. Hiccup, Astrid, and Gobber know just what to do to keep the dragons in the villagers' hearts. And across the sea, the dragons have a plan of their own...",2019-10-25,"Animation, Fantasy, Adventure, Action, Family","dragon, short film","Christopher Mintz-Plasse, America Ferrera, Jay Baruchel, Gerard Butler, Craig Ferguson",Tim Johnson,Hulu ,Vudu ,,DreamWorks Animation,Unknown
"The Gangster, the Cop, the Devil",110,Korean,"After barely surviving a violent attack by an elusive serial killer, crime boss Jang Dong-su finds himself forming an unlikely partnership with local detective Jung Tae-seok to catch the sadistic killer simply known as K.",2019-05-15,"Crime, Action, Thriller","police, gangster, based on true story, serial killer, gang","Ma Dong-seok, Kim Sung-kyu, Kim Moo-yul, Heo Dong-won, Yoo Jae-myung",Lee Won-tae,"fuboTV, Kocowa, Rakuten Viki, Hi-YAH ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Acemaker Movieworks, BA Entertainment, Kiwi Media Group, B&C CONTENT",Unknown
Star Wars: The Rise of Skywalker,142,English,"The surviving Resistance faces the First Order once again as the journey of Rey, Finn and Poe Dameron continues. With the power and knowledge of generations behind them, the final battle begins.",2019-12-18,"Adventure, Action, Science Fiction",space opera,"Daisy Ridley, Adam Driver, Carrie Fisher, Mark Hamill, John Boyega",J.J. Abrams,Disney Plus ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Microsoft Store ","Lucasfilm Ltd., Bad Robot",https://www.starwars.com/films/star-wars-episode-ix-the-rise-of-skywalker
Knives Out,131,English,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",2019-11-27,"Comedy, Crime, Mystery","immigrant, detective, massachusetts, investigation, big family, mansion, whodunit, family home, murder mystery, neo-noir, privilege","Daniel Craig, Ana de Armas, Michael Shannon, Chris Evans, Jamie Lee Curtis",Rian Johnson,AMC+ ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Lionsgate, MRC, T-Street",https://www.lionsgate.com/movies/knives-out
The Curse of La Llorona,93,English,"In 1970s Los Angeles, ignoring the eerie warning of a troubled mother suspected of child endangerment, a social worker and her own young kids are soon drawn into a frightening supernatural realm.",2019-04-17,Horror,la llorona,"Jaynee-Lynne Kinchen, Linda Cardellini, Raymond Cruz, Patricia Velásquez, Roman Christou",Michael Chaves,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Atomic Monster, New Line Cinema, Emile Gladstone Productions",http://www.thecurseoflallorona.net/
Shaft,111,English,"JJ, aka John Shaft Jr., may be a cyber security expert with a degree from MIT, but to uncover the truth behind his best friend’s untimely death, he needs an education only his dad can provide. Absent throughout JJ’s youth, the legendary locked-and-loaded John Shaft agrees to help his progeny navigate Harlem’s heroin-infested underbelly.",2019-06-14,"Action, Crime","sequel, shootout, drug lord, reboot, death of friend","Richard Roundtree, Jessie T. Usher, Samuel L. Jackson, Regina Hall, Alexandra Shipp",Tim Story,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","Davis Entertainment, New Line Cinema",https://www.warnerbros.com/movies/shaft-2019/
Brightburn,91,English,"What if a child from another world crash-landed on Earth, but instead of becoming a hero to mankind, he proved to be something far more sinister?",2019-05-09,"Horror, Science Fiction, Thriller, Mystery","husband wife relationship, child murder, country life, super power, super villain, kansas state, father son relationship, mother son relationship, american countryside","Jackson A. Dunn, Meredith Hagner, David Denman, Matt Jones, Elizabeth Banks",David Yarovesky,"fuboTV, FXNow ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Troll Court Entertainment, Screen Gems, Stage 6 Films, The H Collective",https://www.brightburn.movie/
Klaus,96,English,"When Jesper distinguishes himself as the Postal Academy's worst student, he is sent to Smeerensburg, a small village located on an icy island above the Arctic Circle, where grumpy inhabitants barely exchange words, let alone letters. Jesper is about to give up and abandon his duty as a postman when he meets local teacher Alva and Klaus, a mysterious carpenter who lives alone in a cabin full of handmade toys.",2019-11-08,"Animation, Family, Adventure, Comedy, Fantasy","friendship, small town, island, holiday, santa claus, cartoon, postman, reindeer, toy maker, christmas, 19th century, origin story, town, letters, good versus evil","Norm Macdonald, Jason Schwartzman, Joan Cusack, Rashida Jones, J.K. Simmons",Sergio Pablos,"Netflix, Netflix basic with Ads ",,,"Atresmedia, The SPA Studios",https://www.netflix.com/title/80183187
Hellboy,121,English,"Hellboy comes to England, where he must defeat Nimue, Merlin's consort and the Blood Queen. But their battle will bring about the end of the world, a fate he desperately tries to turn away.",2019-04-10,"Fantasy, Horror, Action, Adventure","london, england, secret society, based on comic, english countryside, reboot, tijuana mexico, nazi occultism, father son relationship, lucha libre, baba yaga, ailuranthropy, arthurian mythology","David Harbour, Milla Jovovich, Sasha Lane, Ian McShane, Daniel Dae Kim",Neil Marshall,"Peacock Premium, Starz Apple TV Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","Campbell Grobman Films, Dark Horse Entertainment, Millennium Media, Summit Entertainment, Boyana Film Studios, Lawrence Gordon Productions, Davis Films, Lionsgate",https://hellboy.movie
Doctor Sleep,152,English,"Still scarred by the trauma he endured as a child at the Overlook Hotel, Dan Torrance faces the ghosts of the past when he meets Abra, a courageous teen who desperately needs his help -- and who possesses a powerful extrasensory ability called the ""shine"".",2019-10-30,"Horror, Thriller, Fantasy","based on novel or book, supernatural, haunted house, sequel, psychic power","Rebecca Ferguson, Kyliegh Curran, Ewan McGregor, Cliff Curtis, Zahn McClarnon",Mike Flanagan,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Vertigo Entertainment, Intrepid Pictures, Warner Bros. Pictures",http://www.doctorsleepmovie.net/
The Wolf's Call,115,French,"With nuclear war looming, a military expert in underwater acoustics strives to prove things aren't as they seem—or sound—using only his ears.",2019-02-20,"Thriller, Action, Adventure","nuclear missile, chain of command, sonar, nuclear submarine, french army","François Civil, Omar Sy, Mathieu Kassovitz, Paula Beer, Reda Kateb",Antonin Baudry,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Pathé, Trésor Films, Chi-Fou-Mi Productions, Jouror Productions",Unknown
The King,140,English,"England, 15th century. Hal, a capricious prince who lives among the populace far from court, is forced by circumstances to reluctantly accept the throne and become Henry V.",2019-10-11,"Drama, History, War","biography, hundred years' war, historical fiction, british history, king of england, costume drama, 15th century, british monarchy, medieval england, father son relationship, medieval france","Sean Harris, Tom Glynn-Carney, Lily-Rose Depp, Joel Edgerton, Timothée Chalamet",David Michôd,Netflix ,,,"Plan B Entertainment, Porchlight Films, Blue-Tongue Films, Yoki",Unknown
Uri: The Surgical Strike,138,Hindi,"Following the roguish terrorist attacks at Uri Army Base camp in Kashmir, India takes the fight to the enemy, in its most successful covert operation till date with one and only one objective of avenging their fallen heroes.",2019-01-11,"Action, Drama, War","army, based on true story, terrorism, india, terrorist attack, indian army","Mohit Raina, Paresh Rawal, Vicky Kaushal, Kirti Kulhari, Yami Gautam",Aditya Dhar,,,,RSVP Movies,Unknown
Parasite,133,Korean,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",2019-05-30,"Comedy, Thriller, Drama","dark comedy, private lessons, birthday party, con artist, working class, psychological thriller, class differences, housekeeper, tutor, family, crime family, unemployed, shocking, hopeless, philosophical, satirical, desperate, wealthy family, complex, south korea, seoul, south korea, dramatic, critical, egotistical, hilarious, intense, baffled, callous, dubious, farcical, mean spirited, straightforward, urgent","Cho Yeo-jeong, Park So-dam, Lee Sun-kyun, Choi Woo-shik, Song Kang-ho",Bong Joon-ho,"Max, Max Amazon Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ",Barunson E&A,https://www.parasite-movie.com/
Pet Sematary,100,English,"Dr. Louis Creed and his wife, Rachel, move from Boston to Ludlow, in rural Maine, with their two young children. Hidden in the woods near the new family home, Ellie, their eldest daughter, discovers a mysterious cemetery where the pets of community members are buried.",2019-04-04,"Horror, Thriller","husband wife relationship, based on novel or book, cat, remake, tragedy, maine, zombie, pet cemetery, indian burial ground, neighbor neighbor relationship, pets, father daughter relationship, traumatized woman, american countryside","Amy Seimetz, Hugo Lavoie, Jason Clarke, John Lithgow, Jeté Laurence","Kevin Kölsch, Dennis Widmyer","Paramount Plus, Paramount Plus Apple TV Channel , Paramount+ Amazon Channel ","Apple TV, Amazon Video, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Vudu, Microsoft Store, Spectrum On Demand ",di Bonaventura Pictures,http://petsematarymovie.com
Jojo Rabbit,108,English,"A World War II satire that follows a lonely German boy whose world view is turned upside down when he discovers his single mother is hiding a young Jewish girl in their attic. Aided only by his idiotic imaginary friend, Adolf Hitler, Jojo must confront his blind nationalism.",2019-10-18,"Comedy, War, Drama","based on novel or book, world war ii, jew persecution, satire, imaginary friend, hitler youth, gay interest, single mother, nazism, 1940s, child protagonist, adolf hitler, children in wartime","Scarlett Johansson, Thomasin McKenzie, Taika Waititi, Roman Griffin Davis, Sam Rockwell",Taika Waititi,fuboTV ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Fox Searchlight Pictures, Defender Films, Piki Films, TSG Entertainment, Czech Anglo Productions",http://www.foxsearchlight.com/jojorabbit
Anna,119,French,Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.,2019-06-19,"Thriller, Action","cia, paris, france, cold war, kgb, female assassin, lgbt, modeling, professional assassin, 1990s, milan, italy","Cillian Murphy, Helen Mirren, Sasha Luss, Lera Abova, Luke Evans",Luc Besson,Amazon Prime Video ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","EuropaCorp, TF1 Films Production, Summit Entertainment, Work in Progress, Fetish Film, Skyprod, Ondamax Films",https://anna.movie
Glass,129,English,"In a series of escalating encounters, former security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities. Meanwhile, the shadowy presence of Elijah Price emerges as an orchestrator who holds secrets critical to both men.",2019-01-16,"Thriller, Drama, Science Fiction","superhero, villain, sequel, psychiatric hospital, comic book shop, super power, mental illness, multiple personality, dissociative identity disorder, surveillance specialist","Anya Taylor-Joy, James McAvoy, Samuel L. Jackson, Bruce Willis, Sarah Paulson",M. Night Shyamalan,"fuboTV, FXNow ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Universal Pictures, Perfect World Pictures, Blinding Edge Pictures, Blumhouse Productions",https://www.glassmovie.com
The Hustle,94,English,"Two female scam artists, one low rent and the other high class, compete to swindle a naïve tech prodigy out of his fortune. A remake of the 1988 comedy ""Dirty Rotten Scoundrels.""",2019-05-09,"Comedy, Crime","bet, competition, con artist, remake, aftercreditsstinger, con woman","Hannah Waddingham, Rebel Wilson, Alex Sharp, Anne Hathaway, Ingrid Oliver",Chris Addison,Amazon Prime Video ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Pin High, Metro-Goldwyn-Mayer, Cave 76 Productions, Camp Sugar",https://www.thehustle.movie/
Descendants 3,106,English,The teenagers of Disney's most infamous villains return to the Isle of the Lost to recruit a new batch of villainous offspring to join them at Auradon Prep.,2019-08-02,"Family, TV Movie, Adventure, Fantasy","magic, musical, family","Cameron Boyce, Mitchell Hope, Dove Cameron, Sofia Carson, Booboo Stewart",Kenny Ortega,"Disney Plus, Hoopla ","Amazon Video, Google Play Movies, YouTube, Vudu ",,Walt Disney Television,Unknown
Jumanji: The Next Level,123,English,"As the gang return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored in order to escape the world’s most dangerous game.",2019-12-04,"Adventure, Comedy, Fantasy","magic, animal attack, body-swap, adventurer, superhuman strength, duringcreditsstinger, action hero, trapped in a game","Kevin Hart, Karen Gillan, Awkwafina, Dwayne Johnson, Jack Black",Jake Kasdan,"Starz Apple TV Channel, Starz Roku Premium Channel, Starz, Starz Amazon Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","Columbia Pictures, Seven Bucks Productions, Matt Tolmach Productions, The Detective Agency",https://www.sonypictures.com/movies/jumanjithenextlevel
Terminator: Dark Fate,128,English,"Decades after Sarah Connor prevented Judgment Day, a lethal new Terminator is sent to eliminate the future leader of the resistance. In a fight to save mankind, battle-hardened Sarah Connor teams up with an unexpected ally and an enhanced super soldier to stop the deadliest Terminator yet.",2019-10-23,"Science Fiction, Adventure, Action","helicopter, mexico city, mexico, artificial intelligence (a.i.), cyborg, dystopia, time travel, sequel, plane crash, terminator","Natalia Reyes, Arnold Schwarzenegger, Mackenzie Davis, Gabriel Luna, Linda Hamilton",Tim Miller,"TNT, TBS, tru TV ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","20th Century Fox, Skydance Media, Paramount, Tencent Pictures, TSG Entertainment, Lightstorm Entertainment",https://www.paramountmovies.com/movies/terminator-dark-fate
Primal,97,English,"A big-game hunter for zoos books passage on a Greek shipping freighter with a fresh haul of exotic and deadly animals from the Amazon, including a rare white Jaguar – along with a political assassin being extradited to the U.S in secret. Two days into the journey, the assassin escapes and releases the captive animals, throwing the ship into chaos.",2019-12-27,"Action, Adventure, Thriller","assassin, amazon rainforest, freighter, big game hunter, exotic animals","Famke Janssen, Nicolas Cage, Kevin Durand, Jeremy Jay Nazario, LaMonica Garrett",Nick Powell,"Netflix, Netflix basic with Ads ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Daniel Grodnik Productions, Wonderfilm Media, Imprint Entertainment, Artem Entertainment, Pimienta, Lionsgate",Unknown
Fast & Furious Presents: Hobbs & Shaw,137,English,"Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have traded smack talk and body blows. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, they join forces to defeat him.",2019-08-01,"Action, Adventure, Comedy","london, england, biological weapon, secret organization, family clan, spin off, family reunion, buddy comedy, samoa, aftercreditsstinger, duringcreditsstinger, buddy movie, mother son relationship, father daughter relationship, brother sister relationship","Vanessa Kirby, Helen Mirren, Jason Statham, Idris Elba, Dwayne Johnson",David Leitch,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Chris Morgan Productions, Seven Bucks Productions, Universal Pictures",https://www.uphe.com/movies/fast-furious-presents-hobbs-shaw
The Platform,95,Spanish,"A mysterious place, an indescribable prison, a deep hole. An unknown number of levels. Two inmates living on each level. A descending platform containing food for all of them. An inhuman fight for survival, but also an opportunity for solidarity.",2019-11-08,"Drama, Science Fiction, Thriller","dystopia, survival, struggle for survival, secret prison, food shortage, social experiment","Emilio Buale, Ivan Massagué, Alexandra Masangkay, Zorion Eguileor, Antonia San Juan",Galder Gaztelu-Urrutia,"Netflix, Netflix basic with Ads ",,,"Basque Films, Mr. Miyagi, EiTB, TVE",http://www.elhoyolapelicula.com/index.php/en
