Title,Runtime (minutes),Language,Overview,Release Date,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
Wonder Woman 1984,151,English,A botched store robbery places Wonder Woman in a global battle against a powerful and mysterious ancient force that puts her powers in jeopardy.,2020-12-16,"Action, Adventure, Fantasy","superhero, based on comic, 1980s, action hero, dc extended universe (dceu)","Kristen Wiig, Pedro Pascal, Robin Wright, Chris Pine, Gal Gadot",Patty Jenkins,"Netflix, Max, Max Amazon Channel, Netflix basic with Ads ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Warner Bros. Pictures, The Stone Quarry, DC Films, Atlas Entertainment",https://www.warnerbros.com/movies/wonder-woman-1984
Pokémon the Movie: Secrets of the Jungle,101,Japanese,"In the Forest of Okoya, Koko is a feral child who has been raised as a Pokémon by the Mythical Pokémon Zarude. Koko has grown up never doubting that he is a Pokémon even though he can't really use any sort of moves. Ash Ketchum and Pikachu meet Koko and help him protect the Great Tree from the crooked scientist Dr. Zed.",2020-12-25,"Animation, Adventure, Family, Fantasy","pocket monsters, based on video game, anime","Megumi Hayashibara, Moka Kamishiraishi, Shin-ichiro Miki, Rica Matsumoto, Ikue Otani",Tetsuo Yajima,"Netflix, Netflix basic with Ads ","Apple TV, Amazon Video, Google Play Movies, YouTube ","Apple TV, Amazon Video, Google Play Movies, YouTube ","TOHO, Pikachu Project, OLM, The Pokémon Company, Shogakukan, TV Tokyo, TakaraTomy, East Japan Marketing & Communications, Shogakukan-Shueisha Productions",https://www.netflix.com/title/81346307
Birthmother's Betrayal,88,English,A woman becomes suspicious when her adopted daughter's birth mother reenters her life and starts to display increasingly erratic behavior.,2020-06-20,"Thriller, TV Movie",None,"Tanya Clarke, Monica Rose Betz, Matthew Pohlkamp, Aria Pullman, Remington Hoffman",John Murlowski,Hoopla ,"Amazon Video, Vudu, Microsoft Store ",,"Maple Island Films, Reel One Entertainment",Unknown
Made in Abyss: Dawn of the Deep Soul,105,Japanese,"A continuation of the epic adventure of plucky Riko and Reg who are joined by their new friend Nanachi. Together they descend into the Abyss' treacherous fifth layer, the Sea of Corpses, and encounter the mysterious Bondrewd, a legendary White Whistle whose shadow looms over Nanachi's troubled past. Bondrewd is ingratiatingly hospitable, but the brave adventurers know things are not always as they seem in the enigmatic Abyss.",2020-01-17,"Animation, Adventure, Fantasy, Mystery","child abuse, immortality, underground, gore, exploration, survival, human sacrifice, based on manga, robot, brutality, mature, mutilation, adventurer, dark fantasy, journey, seinen, anime, rotten world","Shiori Izawa, Inori Minase, Toshiyuki Morikawa, Miyu Tomita, Mariya Ise",Masayuki Kojima,HiDive ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Microsoft Store ",Apple TV ,"Kinema Citrus, KADOKAWA, CygamesPictures, Takeshobo, AT-X, Sony Music Entertainment, Kanetsu Investment, Global Solutions, KADOKAWA Media House",http://miabyss.com
Baba Yaga: Terror of the Dark Forest,96,Russian,"The young family who moved to a new apartment on the outskirts of the city. The nanny hired by them for the newborn daughter quickly gained confidence. However, the older boy, Egor, talks about the frightening behavior of a woman, but his parents do not believe him. The surveillance cameras installed by the father for comfort only confirm everything is in order. Then one day, Egor, returning home, finds no trace of either the nanny or the little sister, and the parents are in a strange trance and do not even remember that they had a daughter. Then Egor, together with his friends, goes in search, during which it turns out that the nanny is an ancient Slavic demon, popularly known as Baba Yaga.",2020-02-27,Horror,None,"Artem Zhigulin, Igor Khripunov, Glafira Golubeva, Oleg Chugunov, Svetlana Ustinova",Svyatoslav Podgaevsky,Hoopla ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","QS Films, Non-Stop Productions",Unknown
Alone,98,English,"A recently widowed traveler is kidnapped by a cold blooded killer, only to escape into the wilderness where she is forced to battle against the elements as her pursuer closes in on her.",2020-09-10,"Thriller, Horror","escape, hunter, chase, kidnapping, wilderness, forest, stalker, alone, road trip, rifle, oregon, usa, murder, sadist, trapped","Anthony Heald, Jules Willcox, Jonathan Rosenthal, Marc Menchaca, Katie O’Grady",John Hyams,"Netflix, Netflix basic with Ads ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Mill House Motion Pictures, Paperclip, With XYZfilms",https://www.thealonemovie.com/
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,117,Japanese,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",2020-10-16,"Action, Animation, Adventure, Fantasy, Thriller","fight, magic, supernatural, psychology, gore, coming of age, survival, tragedy, based on manga, demon, historical, family, mutilation, adult animation, dark fantasy, shounen, anime, taisho, based on tv series","Yoshitsugu Matsuoka, Akari Kito, Satoshi Hino, Natsuki Hanae, Hiro Shimono",Haruo Sotozaki,"Crunchyroll, Crunchyroll Amazon Channel, Funimation Now ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","ufotable, Aniplex, Shueisha, TOHO",https://demonslayer-anime.com
Bloodshot,110,English,"After he and his wife are murdered, marine Ray Garrison is resurrected by a team of scientists. Enhanced with nanotechnology, he becomes a superhuman, biotech killing machine—'Bloodshot'. As Ray first trains with fellow super-soldiers, he cannot recall anything from his former life. But when his memories flood back and he remembers the man that killed both him and his wife, he breaks out of the facility to get revenge, only to discover that there's more to the conspiracy than he thought.",2020-03-05,"Action, Science Fiction, Adventure","nanotechnology, superhero, based on comic, memory, psychotronic, valiant comics","Toby Kebbell, Vin Diesel, Talulah Riley, Eiza González, Sam Heughan",Dave Wilson,"Starz Apple TV Channel, Starz Roku Premium Channel, Starz, Starz Amazon Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Cross Creek Pictures, Mimran Schur Pictures, Original Film, The Hideaway Entertainment, Valiant Entertainment, Columbia Pictures, One Race, Bona Film Group, Mid Atlantic Films",https://www.bloodshot.movie/
Onward,103,English,"In a suburban fantasy world, two teenage elf brothers embark on an extraordinary quest to discover if there is still a little magic left out there.",2020-02-29,"Family, Animation, Adventure, Comedy, Fantasy","elves, magic, dead father, dead parent, fantasy world, teenage protagonist, brother brother relationship","Julia Louis-Dreyfus, Octavia Spencer, Mel Rodriguez, Chris Pratt, Tom Holland",Dan Scanlon,Disney Plus ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ",,"Walt Disney Pictures, Pixar",https://movies.disney.com/onward
Friendsgiving,95,English,"Newly-divorced actress Molly, her recently-dumped lesbian best friend Abby and Molly’s mother Helen host a dysfunctional, comical and chaotic Thanksgiving dinner for their motley crew of close friends and strange acquaintances.",2020-10-23,Comedy,"thanksgiving, los angeles, california, woman director","Jane Seymour, Aisha Tyler, Malin Åkerman, Jack Donnelly, Kat Dennings",Nicol Paone,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Red Hour, Saban Films, Rhea Films, Endeavor Content",Unknown
Fantasy Island,109,English,"A group of contest winners arrive at an island hotel to live out their dreams, only to find themselves trapped in nightmare scenarios.",2020-02-12,"Horror, Fantasy, Adventure, Mystery","cave, private investigator, remote island, reality vs fantasy, interracial adoption, fame-seeking, brother brother relationship, female bully, based on tv series, independent film, hidden desires, gay brother","Lucy Hale, Michael Rooker, Austin Stowell, Michael Peña, Maggie Q",Jeff Wadlow,"Starz Apple TV Channel, Starz Roku Premium Channel, Starz, Starz Amazon Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Blumhouse Productions, Columbia Pictures, Tower of Babble Entertainment",Unknown
Godmothered,113,English,"A young and unskilled fairy godmother that ventures out on her own to prove her worth by tracking down a young girl whose request for help was ignored. What she discovers is that the girl has now become a grown woman in need of something very different than a ""prince charming.""",2020-12-04,"Family, Fantasy, Comedy","christmas, fairy godmother","Santiago Cabrera, Jane Curtin, Isla Fisher, Jillian Bell, Mary Elizabeth Ellis",Sharon Maguire,Disney Plus ,,,"Walt Disney Pictures, The Montecito Picture Company, Studio AKA",Unknown
"Josee, the Tiger and the Fish",98,Japanese,"With dreams of diving abroad, Tsuneo gets a job assisting Josee, an artist whose imagination takes her far beyond her wheelchair. But when the tide turns against them, they push each other to places they never thought possible, and inspire a love fit for a storybook.",2020-12-25,"Animation, Drama, Romance","paraplegic, love, slice of life, relationship, based on short story, disability, anime","Kaya Kiyohara, Kazuyuki Okitsu, Lynn, Yume Miyamoto, Taishi Nakagawa",Kotaro Tamura,,"Apple TV, Amazon Video, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Vudu, Microsoft Store ","BONES, KADOKAWA, Shochiku, East Japan Marketing & Communications, TOY'S FACTORY, KDDI, Movie Walker, TBS Radio, Sonilude",Unknown
The SpongeBob Movie: Sponge on the Run,95,English,"When his best friend Gary is suddenly snatched away, SpongeBob takes Patrick on a madcap mission far beyond Bikini Bottom to save their pink-shelled pal.",2020-08-14,"Family, Animation, Fantasy, Adventure, Comedy","part live action, based on tv series","Mr. Lawrence, Rodger Bumpass, Bill Fagerbakke, Tom Kenny, Keanu Reeves",Tim Hill,"Paramount Plus, Paramount Plus Apple TV Channel , Paramount+ Amazon Channel, Paramount+ Roku Premium Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","United Plankton Pictures, Nickelodeon Movies, Paramount Animation, Paramount, MRC, Mikros Image",https://www.spongebobmovie.com/
Freaky,102,English,"A mystical, ancient dagger causes a notorious serial killer to magically switch bodies with a 17-year-old girl.",2020-11-12,"Comedy, Horror, Thriller","high school, gore, murder, serial killer, chainsaw, body-swap, high school student, dead father, stabbed","Kathryn Newton, Vince Vaughn, Uriah Shelton, Celeste O'Connor, Misha Osherovich",Christopher Landon,"fuboTV, Peacock Premium, USA Network ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, FlixFling, Spectrum On Demand ","Universal Pictures, Blumhouse Productions, Divide / Conquer",https://www.freaky.movie/
